S 0 1220979
R 0 1221420
S 1 1221479
R 1 1221923
S 2 1221979
R 2 1222432
S 3 1222479
R 3 1222922
S 4 1222979
R 4 1223406
S 5 1223479
R 5 1223932
S 6 1223979
R 6 1224444
S 7 1224479
R 7 1224938
S 8 1224979
R 8 1225460
S 9 1225479
R 9 1225955
S 10 1225979
R 10 1226457
S 11 1226479
R 11 1226937
S 12 1226979
R 12 1227436
S 13 1227479
R 13 1227959
S 14 1227979
R 14 1228454
S 15 1228479
R 15 1228955
S 16 1228979
R 16 1229438
S 17 1229459
S 18 1229939
R 17 1229945
R 18 1230418
S 19 1230419
R 19 1230897
S 20 1230899
R 20 1231377
S 21 1231379
R 21 1231847
S 22 1231859
R 22 1232317
S 23 1232339
R 23 1232791
S 24 1232819
R 24 1233256
S 25 1233299
R 25 1233723
S 26 1233779
R 26 1234248
S 27 1234259
S 28 1234739
R 27 1234746
S 29 1235219
R 28 1235233
R 29 1235697
S 30 1235699
S 31 1236179
R 30 1236182
R 31 1236651
S 32 1236659
R 32 1237127
S 33 1237139
R 33 1237572
S 34 1237619
