Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,0,10,0,0,0,-50,17,1,;SB;FB;NB;A125;I500;n35;P-50;B17;T0;X,NoError
1,0,10,1,4,0,50,18,1,;SB;FB;NB;A125;I500;n35;P50;B18;T0;X,NoError
2,0,10,2,0,0,-50,18,1,;SB;FB;NB;A125;I500;n35;P-50;B18;T0;X,NoError
3,0,10,3,4,0,50,18,1,;SB;FB;NB;A125;I500;n35;P50;B18;T0;X,NoError
4,0,10,4,3,0,20,18,1,;SB;FB;NB;A125;I500;n35;P20;B18;T0;X,NoError
5,0,10,5,3,0,20,20,1,;SB;FB;NB;A125;I500;n35;P20;B20;T0;X,NoError
6,0,10,6,4,0,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T0;X,NoError
7,0,10,7,3,0,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T0;X,NoError
8,0,10,8,0,0,-50,21,1,;SB;FB;NB;A125;I500;n35;P-50;B21;T0;X,NoError
9,0,10,9,4,0,50,21,1,;SB;FB;NB;A125;I500;n35;P50;B21;T0;X,NoError
10,0,10,10,0,0,-50,19,1,;SB;FB;NB;A125;I500;n35;P-50;B19;T0;X,NoError
11,0,10,11,4,0,50,18,1,;SB;FB;NB;A125;I500;n35;P50;B18;T0;X,NoError
12,0,10,12,4,0,50,20,1,;SB;FB;NB;A125;I500;n35;P50;B20;T0;X,NoError
13,0,10,13,3,0,20,17,1,;SB;FB;NB;A125;I500;n35;P20;B17;T0;X,NoError
14,0,10,14,4,0,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T0;X,NoError
15,0,10,15,1,0,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T0;X,NoError
16,0,10,16,2,0,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,NoError
17,0,10,17,1,0,-20,20,1,;SB;FB;NB;A125;I500;n35;P-20;B20;T0;X,NoError
18,0,10,18,2,0,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T0;X,NoError
19,0,10,19,2,0,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T0;X,NoError
