Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,1,0,0,1,1,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T1;X,NoError
1,1,0,1,4,1,50,18,1,;SB;FB;NB;A125;I500;n35;P50;B18;T1;X,NoError
2,1,0,2,4,1,50,21,1,;SB;FB;NB;A125;I500;n35;P50;B21;T1;X,NoError
3,1,0,3,2,1,0,21,0,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,SkipStim
4,1,0,4,3,1,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T1;X,NoError
5,1,0,5,2,1,0,19,0,;SB;FB;NB;A125;I500;n35;P0;B19;T1;X,SkipStim
6,1,0,6,0,1,-50,20,1,;SB;FB;NB;A125;I500;n35;P-50;B20;T1;X,NoError
7,1,0,7,0,1,-50,21,0,;SB;FB;NB;A125;I500;n35;P-50;B21;T1;X,SkipStim
8,1,0,8,4,1,50,19,0,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,SkipStim
9,1,0,9,1,1,-20,18,1,;SB;FB;NB;A125;I500;n35;P-20;B18;T1;X,NoError
10,1,0,10,1,1,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T1;X,NoError
11,1,0,11,2,1,0,21,0,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,SkipStim
12,1,0,12,0,1,-50,17,1,;SB;FB;NB;A125;I500;n35;P-50;B17;T1;X,NoError
13,1,0,13,0,1,-50,21,0,;SB;FB;NB;A125;I500;n35;P-50;B21;T1;X,SkipStim
14,1,0,14,1,1,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T1;X,NoError
15,1,0,15,1,1,-20,20,1,;SB;FB;NB;A125;I500;n35;P-20;B20;T1;X,NoError
16,1,0,16,4,1,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,NoError
17,1,0,17,3,1,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T1;X,NoError
18,1,0,18,0,1,-50,21,1,;SB;FB;NB;A125;I500;n35;P-50;B21;T1;X,NoError
19,1,0,19,1,1,-20,20,1,;SB;FB;NB;A125;I500;n35;P-20;B20;T1;X,NoError
20,1,0,3,2,1,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,NoError
21,1,0,5,2,1,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T1;X,NoError
22,1,0,7,0,1,-50,21,1,;SB;FB;NB;A125;I500;n35;P-50;B21;T1;X,NoError
23,1,0,8,4,1,50,19,0,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,SkipStim
24,1,0,11,2,1,0,21,0,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,SkipStim
25,1,0,13,0,1,-50,21,1,;SB;FB;NB;A125;I500;n35;P-50;B21;T1;X,NoError
26,1,0,8,4,1,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,NoError
27,1,0,11,2,1,0,21,0,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,NonAssignedResp
28,1,0,11,2,1,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,NoError
