Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,1,7,0,0,1,-50,18,1,;SB;FB;NB;A125;I500;n35;P-50;B18;T1;X,NoError
1,1,7,1,1,1,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T1;X,NoError
2,1,7,2,4,1,50,21,1,;SB;FB;NB;A125;I500;n35;P50;B21;T1;X,NoError
3,1,7,3,1,1,-20,20,1,;SB;FB;NB;A125;I500;n35;P-20;B20;T1;X,NoError
4,1,7,4,3,1,20,17,1,;SB;FB;NB;A125;I500;n35;P20;B17;T1;X,NoError
5,1,7,5,0,1,-50,19,1,;SB;FB;NB;A125;I500;n35;P-50;B19;T1;X,NoError
6,1,7,6,0,1,-50,21,1,;SB;FB;NB;A125;I500;n35;P-50;B21;T1;X,NoError
7,1,7,7,2,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
8,1,7,8,2,1,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T1;X,NoError
9,1,7,9,3,1,20,18,1,;SB;FB;NB;A125;I500;n35;P20;B18;T1;X,NoError
10,1,7,10,4,1,50,20,1,;SB;FB;NB;A125;I500;n35;P50;B20;T1;X,NoError
11,1,7,11,4,1,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,NoError
12,1,7,12,1,1,-20,18,1,;SB;FB;NB;A125;I500;n35;P-20;B18;T1;X,NoError
13,1,7,13,3,1,20,18,1,;SB;FB;NB;A125;I500;n35;P20;B18;T1;X,NoError
14,1,7,14,1,1,-20,20,1,;SB;FB;NB;A125;I500;n35;P-20;B20;T1;X,NoError
15,1,7,15,4,1,50,17,0,;SB;FB;NB;A125;I500;n35;P50;B17;T1;X,SkipStim
16,1,7,16,3,1,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T1;X,NoError
17,1,7,17,2,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
18,1,7,18,4,1,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,NoError
19,1,7,19,1,1,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T1;X,NoError
20,1,7,15,4,1,50,17,1,;SB;FB;NB;A125;I500;n35;P50;B17;T1;X,NoError
