Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,1,4,0,3,1,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T1;X,NoError
1,1,4,1,3,1,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T1;X,NoError
2,1,4,2,1,1,-20,19,0,;SB;FB;NB;A125;I500;n35;P-20;B19;T1;X,SkipStim
3,1,4,3,2,1,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,NoError
4,1,4,4,4,1,50,17,0,;SB;FB;NB;A125;I500;n35;P50;B17;T1;X,NonAssignedResp
5,1,4,5,2,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
6,1,4,6,4,1,50,20,1,;SB;FB;NB;A125;I500;n35;P50;B20;T1;X,NoError
7,1,4,7,2,1,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T1;X,NoError
8,1,4,8,4,1,50,21,1,;SB;FB;NB;A125;I500;n35;P50;B21;T1;X,NoError
9,1,4,9,2,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
10,1,4,10,1,1,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T1;X,NoError
11,1,4,11,3,1,20,17,0,;SB;FB;NB;A125;I500;n35;P20;B17;T1;X,NonAssignedResp
12,1,4,12,0,1,-50,18,0,;SB;FB;NB;A125;I500;n35;P-50;B18;T1;X,NonAssignedResp
13,1,4,13,1,1,-20,21,1,;SB;FB;NB;A125;I500;n35;P-20;B21;T1;X,NoError
14,1,4,14,3,1,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T1;X,NoError
15,1,4,15,3,1,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T1;X,NoError
16,1,4,16,2,1,0,21,0,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,NonAssignedResp
17,1,4,17,3,1,20,17,1,;SB;FB;NB;A125;I500;n35;P20;B17;T1;X,NoError
18,1,4,18,0,1,-50,20,1,;SB;FB;NB;A125;I500;n35;P-50;B20;T1;X,NoError
19,1,4,19,2,1,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,NoError
20,1,4,2,1,1,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T1;X,NoError
21,1,4,4,4,1,50,17,0,;SB;FB;NB;A125;I500;n35;P50;B17;T1;X,NonAssignedResp
22,1,4,11,3,1,20,17,1,;SB;FB;NB;A125;I500;n35;P20;B17;T1;X,NoError
23,1,4,12,0,1,-50,18,0,;SB;FB;NB;A125;I500;n35;P-50;B18;T1;X,SkipStim
24,1,4,16,2,1,0,21,0,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,SkipStim
25,1,4,4,4,1,50,17,1,;SB;FB;NB;A125;I500;n35;P50;B17;T1;X,NoError
26,1,4,12,0,1,-50,18,1,;SB;FB;NB;A125;I500;n35;P-50;B18;T1;X,NoError
27,1,4,16,2,1,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,NoError
