Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,2,8,0,4,1,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,NoError
1,2,8,1,3,1,20,17,1,;SB;FB;NB;A125;I500;n35;P20;B17;T1;X,NoError
2,2,8,2,1,1,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T1;X,NoError
3,2,8,3,4,1,50,20,1,;SB;FB;NB;A125;I500;n35;P50;B20;T1;X,NoError
4,2,8,4,3,1,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T1;X,NoError
5,2,8,5,3,1,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T1;X,NoError
6,2,8,6,3,1,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T1;X,NoError
7,2,8,7,1,1,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T1;X,NoError
8,2,8,8,1,1,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T1;X,NoError
9,2,8,9,4,1,50,18,1,;SB;FB;NB;A125;I500;n35;P50;B18;T1;X,NoError
10,2,8,10,0,1,-50,19,1,;SB;FB;NB;A125;I500;n35;P-50;B19;T1;X,NoError
11,2,8,11,2,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
12,2,8,12,0,1,-50,18,1,;SB;FB;NB;A125;I500;n35;P-50;B18;T1;X,NoError
13,2,8,13,3,1,20,20,1,;SB;FB;NB;A125;I500;n35;P20;B20;T1;X,NoError
14,2,8,14,0,1,-50,21,1,;SB;FB;NB;A125;I500;n35;P-50;B21;T1;X,NoError
15,2,8,15,1,1,-20,20,1,;SB;FB;NB;A125;I500;n35;P-20;B20;T1;X,NoError
16,2,8,16,3,1,20,17,1,;SB;FB;NB;A125;I500;n35;P20;B17;T1;X,NoError
17,2,8,17,1,1,-20,18,1,;SB;FB;NB;A125;I500;n35;P-20;B18;T1;X,NoError
18,2,8,18,4,1,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,NoError
19,2,8,19,2,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
