Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,1,12,0,4,1,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,NoError
1,1,12,1,2,0,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T0;X,NoError
2,1,12,2,5,1,20,19,0,;SB;FB;NB;A125;I500;n35;P20;B19;T1;X,SkipStim
3,1,12,3,3,1,-20,18,1,;SB;FB;NB;A125;I500;n35;P-20;B18;T1;X,NoError
4,1,12,4,0,0,-20,18,0,;SB;FB;NB;A125;I500;n35;P-20;B18;T0;X,SkipStim
5,1,12,5,3,1,-20,17,0,;SB;FB;NB;A125;I500;n35;P-20;B17;T1;X,SkipStim
6,1,12,6,0,0,-20,21,1,;SB;FB;NB;A125;I500;n35;P-20;B21;T0;X,NoError
7,1,12,7,0,0,-20,21,1,;SB;FB;NB;A125;I500;n35;P-20;B21;T0;X,NoError
8,1,12,8,2,0,20,17,1,;SB;FB;NB;A125;I500;n35;P20;B17;T0;X,NoError
9,1,12,9,4,1,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T1;X,NoError
10,1,12,10,0,0,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T0;X,NoError
11,1,12,11,4,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
12,1,12,12,1,0,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,NoError
13,1,12,13,5,1,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T1;X,NoError
14,1,12,14,4,1,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,NoError
15,1,12,15,1,0,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,NoError
16,1,12,16,0,0,-20,18,1,;SB;FB;NB;A125;I500;n35;P-20;B18;T0;X,NoError
17,1,12,17,1,0,0,18,0,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,SkipStim
18,1,12,18,4,1,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,NoError
19,1,12,19,2,0,20,17,1,;SB;FB;NB;A125;I500;n35;P20;B17;T0;X,NoError
20,1,12,20,2,0,20,18,1,;SB;FB;NB;A125;I500;n35;P20;B18;T0;X,NoError
21,1,12,21,2,0,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T0;X,NoError
22,1,12,22,3,1,-20,20,1,;SB;FB;NB;A125;I500;n35;P-20;B20;T1;X,NoError
23,1,12,23,4,1,0,18,0,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,SkipStim
24,1,12,2,5,1,20,19,0,;SB;FB;NB;A125;I500;n35;P20;B19;T1;X,SkipStim
25,1,12,4,0,0,-20,18,1,;SB;FB;NB;A125;I500;n35;P-20;B18;T0;X,NoError
26,1,12,5,3,1,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T1;X,NoError
27,1,12,17,1,0,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,NoError
28,1,12,23,4,1,0,18,0,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,SkipStim
29,1,12,2,5,1,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T1;X,NoError
30,1,12,23,4,1,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,NoError
