Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,1,14,0,0,0,-20,18,1,;SB;FB;NB;A125;I500;n35;P-20;B18;T0;X,NoError
1,1,14,1,0,0,-20,20,1,;SB;FB;NB;A125;I500;n35;P-20;B20;T0;X,NoError
2,1,14,2,1,0,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T0;X,NoError
3,1,14,3,1,0,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T0;X,NoError
4,1,14,4,5,1,20,20,1,;SB;FB;NB;A125;I500;n35;P20;B20;T1;X,NoError
5,1,14,5,2,0,20,18,0,;SB;FB;NB;A125;I500;n35;P20;B18;T0;X,SkipStim
6,1,14,6,5,1,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T1;X,NoError
7,1,14,7,2,0,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T0;X,NoError
8,1,14,8,4,1,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,NoError
9,1,14,9,2,0,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T0;X,NoError
10,1,14,10,3,1,-20,20,1,;SB;FB;NB;A125;I500;n35;P-20;B20;T1;X,NoError
11,1,14,11,4,1,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,NoError
12,1,14,12,0,0,-20,21,1,;SB;FB;NB;A125;I500;n35;P-20;B21;T0;X,NoError
13,1,14,13,4,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
14,1,14,14,2,0,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T0;X,NoError
15,1,14,15,4,1,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,NoError
16,1,14,16,4,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
17,1,14,17,5,1,20,18,0,;SB;FB;NB;A125;I500;n35;P20;B18;T1;X,NonAssignedResp
18,1,14,18,4,1,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T1;X,NoError
19,1,14,19,5,1,20,19,0,;SB;FB;NB;A125;I500;n35;P20;B19;T1;X,SkipStim
20,1,14,20,2,0,20,20,1,;SB;FB;NB;A125;I500;n35;P20;B20;T0;X,NoError
21,1,14,21,1,0,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T0;X,NoError
22,1,14,22,2,0,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T0;X,NoError
23,1,14,23,0,0,-20,18,1,;SB;FB;NB;A125;I500;n35;P-20;B18;T0;X,NoError
24,1,14,5,2,0,20,18,1,;SB;FB;NB;A125;I500;n35;P20;B18;T0;X,NoError
25,1,14,17,5,1,20,18,1,;SB;FB;NB;A125;I500;n35;P20;B18;T1;X,NoError
26,1,14,19,5,1,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T1;X,NoError
