Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,2,6,0,0,0,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T0;X,NoError
1,2,6,1,0,0,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T0;X,NoError
2,2,6,2,0,0,-20,21,0,;SB;FB;NB;A125;I500;n35;P-20;B21;T0;X,SkipStim
3,2,6,3,5,1,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T1;X,NoError
4,2,6,4,3,1,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T1;X,NoError
5,2,6,5,1,0,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,NoError
6,2,6,6,5,1,20,20,0,;SB;FB;NB;A125;I500;n35;P20;B20;T1;X,SkipStim
7,2,6,7,5,1,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T1;X,NoError
8,2,6,8,5,1,20,20,1,;SB;FB;NB;A125;I500;n35;P20;B20;T1;X,NoError
9,2,6,9,4,1,0,20,0,;SB;FB;NB;A125;I500;n35;P0;B20;T1;X,SkipStim
10,2,6,10,5,1,20,21,0,;SB;FB;NB;A125;I500;n35;P20;B21;T1;X,NonAssignedResp
11,2,6,11,1,0,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T0;X,NoError
12,2,6,12,4,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
13,2,6,13,0,0,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T0;X,NoError
14,2,6,14,4,1,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T1;X,NoError
15,2,6,15,3,1,-20,21,1,;SB;FB;NB;A125;I500;n35;P-20;B21;T1;X,NoError
16,2,6,16,4,1,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,NoError
17,2,6,17,0,0,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T0;X,NoError
18,2,6,18,0,0,-20,21,1,;SB;FB;NB;A125;I500;n35;P-20;B21;T0;X,NoError
19,2,6,19,1,0,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,NoError
20,2,6,20,4,1,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T1;X,NoError
21,2,6,21,3,1,-20,20,1,;SB;FB;NB;A125;I500;n35;P-20;B20;T1;X,NoError
22,2,6,22,2,0,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T0;X,NoError
23,2,6,23,2,0,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T0;X,NoError
24,2,6,2,0,0,-20,21,1,;SB;FB;NB;A125;I500;n35;P-20;B21;T0;X,NoError
25,2,6,6,5,1,20,20,0,;SB;FB;NB;A125;I500;n35;P20;B20;T1;X,NonAssignedResp
26,2,6,9,4,1,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T1;X,NoError
27,2,6,10,5,1,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T1;X,NoError
28,2,6,6,5,1,20,20,0,;SB;FB;NB;A125;I500;n35;P20;B20;T1;X,SkipStim
29,2,6,6,5,1,20,20,1,;SB;FB;NB;A125;I500;n35;P20;B20;T1;X,NoError
