S 0 141751
S 1 142251
R 0 142698
S 2 142751
R 1 143245
S 3 143251
R 2 143744
S 4 143751
R 3 144232
S 5 144251
R 4 144715
S 6 144751
R 5 145240
S 7 145251
R 6 145744
S 8 145751
R 7 146242
S 9 146251
R 8 146731
S 10 146751
R 9 147234
S 11 147251
R 10 147727
S 12 147751
R 11 148214
S 13 148251
R 12 148731
S 14 148751
R 13 149229
S 15 149251
R 14 149713
S 16 149751
R 15 150203
S 17 150231
R 16 150695
S 18 150731
R 17 151204
S 19 151231
S 20 151731
R 18 151736
S 21 152231
R 19 152250
R 20 152713
S 22 152731
R 21 153206
S 23 153231
R 22 153706
S 24 153731
R 23 154230
S 25 154231
R 24 154727
S 26 154731
R 25 155215
S 27 155231
R 26 155692
S 28 155731
R 27 156205
S 29 156231
R 28 156724
S 30 156731
R 29 157202
S 31 157231
R 30 157723
S 32 157731
S 33 158231
R 31 158236
S 34 158731
R 32 158758
