Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,1,4,0,0,0,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T0;X,NoError
1,1,4,1,5,1,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T1;X,NoError
2,1,4,2,4,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
3,1,4,3,5,1,20,18,1,;SB;FB;NB;A125;I500;n35;P20;B18;T1;X,NoError
4,1,4,4,0,0,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T0;X,NoError
5,1,4,5,3,1,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T1;X,NoError
6,1,4,6,2,0,20,21,1,;SB;FB;NB;A125;I500;n35;P20;B21;T0;X,NoError
7,1,4,7,2,0,20,17,0,;SB;FB;NB;A125;I500;n35;P20;B17;T0;X,NonAssignedResp
8,1,4,8,1,0,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T0;X,NoError
9,1,4,9,0,0,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T0;X,NoError
10,1,4,10,0,0,-20,19,0,;SB;FB;NB;A125;I500;n35;P-20;B19;T0;X,NonAssignedResp
11,1,4,11,1,0,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T0;X,NoError
12,1,4,12,0,0,-20,20,1,;SB;FB;NB;A125;I500;n35;P-20;B20;T0;X,NoError
13,1,4,13,4,1,0,18,0,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,NonAssignedResp
14,1,4,14,4,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
15,1,4,15,5,1,20,17,1,;SB;FB;NB;A125;I500;n35;P20;B17;T1;X,NoError
16,1,4,16,4,1,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,NoError
17,1,4,17,4,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
18,1,4,18,0,0,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T0;X,NoError
19,1,4,19,5,1,20,18,0,;SB;FB;NB;A125;I500;n35;P20;B18;T1;X,NonAssignedResp
20,1,4,20,2,0,20,17,1,;SB;FB;NB;A125;I500;n35;P20;B17;T0;X,NoError
21,1,4,21,3,1,-20,21,1,;SB;FB;NB;A125;I500;n35;P-20;B21;T1;X,NoError
22,1,4,22,2,0,20,20,0,;SB;FB;NB;A125;I500;n35;P20;B20;T0;X,NoFirstResp
23,1,4,23,1,0,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T0;X,NoError
24,1,4,7,2,0,20,17,1,;SB;FB;NB;A125;I500;n35;P20;B17;T0;X,NoError
25,1,4,10,0,0,-20,19,0,;SB;FB;NB;A125;I500;n35;P-20;B19;T0;X,NonAssignedResp
26,1,4,13,4,1,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,NoError
27,1,4,19,5,1,20,18,1,;SB;FB;NB;A125;I500;n35;P20;B18;T1;X,NoError
28,1,4,22,2,0,20,20,0,;SB;FB;NB;A125;I500;n35;P20;B20;T0;X,NonAssignedResp
29,1,4,10,0,0,-20,19,0,;SB;FB;NB;A125;I500;n35;P-20;B19;T0;X,NonAssignedResp
30,1,4,22,2,0,20,20,1,;SB;FB;NB;A125;I500;n35;P20;B20;T0;X,NoError
31,1,4,10,0,0,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T0;X,NoError
