S 0 303695
S 1 304195
S 2 304695
R 0 304703
R 1 305179
S 3 305195
R 2 305690
S 4 305695
R 3 306178
S 5 306195
R 4 306683
S 6 306695
R 5 307185
S 7 307195
R 6 307679
S 8 307695
R 7 308163
S 9 308195
R 8 308686
S 10 308695
R 9 309188
S 11 309195
R 10 309672
S 12 309695
R 11 310183
S 13 310195
R 12 310653
S 14 310695
R 13 311181
S 15 311195
R 14 311691
S 16 311695
S 17 312175
R 15 312193
S 18 312655
R 16 312659
R 17 313119
S 19 313135
R 18 313589
S 20 313615
R 19 314080
S 21 314095
R 20 314570
S 22 314575
R 21 315045
S 23 315055
R 22 315531
S 24 315535
R 23 315997
S 25 316015
R 24 316475
S 26 316495
R 25 316949
S 27 316975
S 28 317455
R 26 317462
S 29 317935
R 27 317935
R 28 318395
S 30 318415
S 31 318895
R 29 318909
S 32 319375
R 30 319377
R 31 319837
S 33 319855
R 32 320317
S 34 320335
