S 0 269736
S 1 270236
R 0 270337
S 2 270736
R 1 270759
R 2 271160
S 3 271236
R 3 271555
S 4 271736
R 4 272010
S 5 272236
R 5 272481
S 6 272736
R 6 273002
S 7 273236
R 7 273520
S 8 273736
R 8 274030
S 9 274236
R 9 274482
S 10 274736
R 10 274958
S 11 275236
R 11 275430
S 12 275736
R 12 275971
S 13 276236
R 13 276435
R 14 276686
S 14 276736
R 15 276937
S 15 277236
R 16 277468
S 16 277736
R 17 277979
S 17 278236
R 18 278506
S 18 278736
R 19 279016
S 19 279236
R 20 279540
S 20 279736
R 21 280072
S 21 280236
R 22 280573
S 22 280736
R 23 281037
S 23 281236
R 24 281549
S 24 281736
R 25 282033
S 25 282236
R 26 282540
S 26 282736
R 27 283104
S 27 283236
R 28 283590
S 28 283736
R 29 284105
S 29 284236
R 30 284624
S 30 284736
R 31 285094
S 31 285236
R 32 285560
S 32 285736
R 33 286064
S 33 286236
R 34 286564
S 34 286736
