S 0 108687
R 0 109173
S 1 109187
S 2 109687
R 1 109698
R 2 110181
S 3 110187
R 3 110682
S 4 110687
R 4 111168
S 5 111187
S 6 111687
R 5 111715
S 7 112187
R 6 112215
S 8 112687
R 7 112688
R 8 113178
S 9 113187
R 9 113672
S 10 113687
R 10 114166
S 11 114187
S 12 114688
R 11 114696
S 13 115188
R 12 115219
S 14 115688
R 13 115688
S 15 116188
R 14 116188
S 16 116688
R 15 116701
R 16 117158
S 17 117188
S 18 117688
R 17 117707
S 19 118188
R 18 118200
S 20 118688
R 19 118709
S 21 119188
R 20 119207
S 22 119688
R 21 119692
S 23 120188
R 22 120188
S 24 120688
R 23 120692
S 25 121188
R 24 121197
S 26 121688
R 25 121717
R 26 122184
S 27 122188
S 28 122688
R 27 122703
S 29 123188
R 28 123208
S 30 123688
R 29 123698
S 31 124188
R 30 124203
S 32 124688
R 31 124702
R 32 125156
S 33 125188
S 34 125688
R 33 125716
