Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,0,18,0,2,0,50,17,1,;SB;FB;NB;A125;I500;n35;P50;B17;T0;X,NoError
1,0,18,1,3,1,-50,18,1,;SB;FB;NB;A125;I500;n35;P-50;B18;T1;X,NoError
2,0,18,2,5,1,50,21,1,;SB;FB;NB;A125;I500;n35;P50;B21;T1;X,NoError
3,0,18,3,4,1,0,20,0,;SB;FB;NB;A125;I500;n35;P0;B20;T1;X,NonAssignedResp
4,0,18,4,0,0,-50,21,1,;SB;FB;NB;A125;I500;n35;P-50;B21;T0;X,NoError
5,0,18,5,4,1,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T1;X,NoError
6,0,18,6,4,1,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,NoError
7,0,18,7,3,1,-50,21,0,;SB;FB;NB;A125;I500;n35;P-50;B21;T1;X,SkipStim
8,0,18,8,3,1,-50,20,1,;SB;FB;NB;A125;I500;n35;P-50;B20;T1;X,NoError
9,0,18,9,1,0,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T0;X,NoError
10,0,18,10,5,1,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,NoError
11,0,18,11,3,1,-50,21,1,;SB;FB;NB;A125;I500;n35;P-50;B21;T1;X,NoError
12,0,18,12,1,0,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T0;X,NoError
13,0,18,13,1,0,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T0;X,NoError
14,0,18,14,2,0,50,17,1,;SB;FB;NB;A125;I500;n35;P50;B17;T0;X,NoError
15,0,18,15,4,1,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T1;X,NoError
16,0,18,16,5,1,50,19,0,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,SkipStim
17,0,18,17,2,0,50,21,0,;SB;FB;NB;A125;I500;n35;P50;B21;T0;X,NonAssignedResp
18,0,18,18,0,0,-50,19,0,;SB;FB;NB;A125;I500;n35;P-50;B19;T0;X,SkipStim
19,0,18,19,4,1,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T1;X,NoError
20,0,18,20,2,0,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T0;X,NoError
21,0,18,21,1,0,0,18,0,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,NonAssignedResp
22,0,18,22,1,0,0,17,0,;SB;FB;NB;A125;I500;n35;P0;B17;T0;X,NonAssignedResp
23,0,18,23,4,1,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T1;X,NoError
24,0,18,3,4,1,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T1;X,NoError
25,0,18,7,3,1,-50,21,1,;SB;FB;NB;A125;I500;n35;P-50;B21;T1;X,NoError
26,0,18,16,5,1,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,NoError
27,0,18,17,2,0,50,21,1,;SB;FB;NB;A125;I500;n35;P50;B21;T0;X,NoError
28,0,18,18,0,0,-50,19,1,;SB;FB;NB;A125;I500;n35;P-50;B19;T0;X,NoError
29,0,18,21,1,0,0,18,0,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,SkipStim
30,0,18,22,1,0,0,17,0,;SB;FB;NB;A125;I500;n35;P0;B17;T0;X,SkipStim
31,0,18,21,1,0,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,NoError
32,0,18,22,1,0,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T0;X,NoError
