Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,1,19,0,5,1,50,20,1,;SB;FB;NB;A125;I500;n35;P50;B20;T1;X,NoError
1,1,19,1,0,0,-50,20,1,;SB;FB;NB;A125;I500;n35;P-50;B20;T0;X,NoError
2,1,19,2,4,1,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,NoError
3,1,19,3,2,0,50,18,1,;SB;FB;NB;A125;I500;n35;P50;B18;T0;X,NoError
4,1,19,4,2,0,50,21,1,;SB;FB;NB;A125;I500;n35;P50;B21;T0;X,NoError
5,1,19,5,5,1,50,18,1,;SB;FB;NB;A125;I500;n35;P50;B18;T1;X,NoError
6,1,19,6,4,1,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,NoError
7,1,19,7,4,1,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T1;X,NoError
8,1,19,8,2,0,50,17,1,;SB;FB;NB;A125;I500;n35;P50;B17;T0;X,NoError
9,1,19,9,2,0,50,18,1,;SB;FB;NB;A125;I500;n35;P50;B18;T0;X,NoError
10,1,19,10,1,0,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,NoError
11,1,19,11,5,1,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,NoError
12,1,19,12,1,0,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T0;X,NoError
13,1,19,13,1,0,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,NoError
14,1,19,14,5,1,50,20,1,;SB;FB;NB;A125;I500;n35;P50;B20;T1;X,NoError
15,1,19,15,4,1,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T1;X,NoError
16,1,19,16,0,0,-50,20,1,;SB;FB;NB;A125;I500;n35;P-50;B20;T0;X,NoError
17,1,19,17,4,1,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T1;X,NoError
18,1,19,18,1,0,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T0;X,NoError
19,1,19,19,2,0,50,17,1,;SB;FB;NB;A125;I500;n35;P50;B17;T0;X,NoError
20,1,19,20,5,1,50,21,1,;SB;FB;NB;A125;I500;n35;P50;B21;T1;X,NoError
21,1,19,21,4,1,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T1;X,NoError
22,1,19,22,2,0,50,20,0,;SB;FB;NB;A125;I500;n35;P50;B20;T0;X,SkipStim
23,1,19,23,3,1,-50,18,1,;SB;FB;NB;A125;I500;n35;P-50;B18;T1;X,NoError
24,1,19,22,2,0,50,20,1,;SB;FB;NB;A125;I500;n35;P50;B20;T0;X,NoError
