S 0 364550
S 1 365050
R 0 365534
S 2 365550
S 3 366050
R 1 366063
R 2 366537
S 4 366550
R 3 367014
S 5 367050
S 6 367550
R 4 367557
S 7 368050
R 5 368056
R 6 368535
S 8 368550
R 7 369017
S 9 369050
R 8 369544
S 10 369550
R 9 370032
S 11 370050
R 10 370537
S 12 370550
R 11 371026
S 13 371050
S 14 371550
R 12 371551
S 15 372050
R 13 372056
S 16 372550
R 14 372586
R 15 373045
S 17 373050
R 16 373528
S 18 373550
R 17 374036
S 19 374050
R 18 374532
S 20 374550
R 19 375021
S 21 375050
R 20 375538
S 22 375550
R 21 376031
S 23 376050
R 22 376532
S 24 376550
R 23 377028
S 25 377050
R 24 377542
S 26 377550
R 25 378024
S 27 378050
R 26 378541
S 28 378550
S 29 379051
R 27 379056
R 28 379546
S 30 379551
R 29 380013
S 31 380051
R 30 380524
S 32 380551
R 31 381042
S 33 381051
R 32 381520
S 34 381551
